DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V03_0150,Boston Gazette,"BOSTON GAZETTE , MONDAY, DECEMBER 18, 1775 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[150]/title/pub
NDAR_V03_0152,Massachusetts Gazette and the Boston Weekly News Letter,"MASSACHUSETTS GAZETTE AND THE BOSTON WEEKLY NEWS-LETTER , THURSDAY, DECEMBER 14, 1775 Bost",Massachusetts Gazette and the Boston Weekly News Letter,MASSACHUSETTS GAZETTE AND THE BOSTON WEEKLY NEWS-LETTER,title,/TaggedPDF-doc/doc[152]/title/pub
NDAR_V03_0190,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, DECEMBER 15, 1775 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[190]/title/pub
NDAR_V03_0208,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, DECEMBER 16, 1775 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[208]/title/pub
NDAR_V03_0224,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, DECEMBER 16, 1775 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[224]/title/pub
NDAR_V03_0265,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, DECEMBER 18, 1775 Philad",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[265]/title/pub
NDAR_V03_0288,Maryland Gazette,"DUNLAP'S MARYLAND GAZETTE , TUESDAY, DECEMBER 19, 1775 Balti",Maryland Gazette,MARYLAND GAZETTE,title,/TaggedPDF-doc/doc[288]/title/pub
NDAR_V03_0314,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, DECEMBER 14 TO THURSDAY, DEC",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[314]/title/pub
NDAR_V03_0342,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, DECEMBER 22, 1775 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[342]/title/pub
NDAR_V03_0350,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, DECEMBER 23, 1775 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[350]/title/pub
NDAR_V03_0360,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, DECEMBER 23, 1775 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[360]/title/pub
NDAR_V03_0361,Virginia Gazette,"PINKNEY'S VIRGINIA GAZETTE , SATURDAY, DECEMBER 23, 1775 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[361]/title/pub
NDAR_V03_0367,Pennsylvania Evening Post,FROM A JAMAICA NEWSPAPER PRINTED IN THE PENNSYLVANIA EVENING POST Kingston (Jamaica) December 23.,Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[367]/title/pub
NDAR_V03_0393,Newport Mercury,"NEWPORT MERCURY , MONDAY, DECEMBER 25, 1775 Newpor",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/doc[393]/title/pub
NDAR_V03_0395,New York Gazette,"NEW-YORK GAZETTE , MONDAY, DECEMBER 25, 1775 New-Yo",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/doc[395]/title/pub
NDAR_V03_0396,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, DECEMBER 25, 1775 Philad",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[396]/title/pub
NDAR_V03_0433,Pennsylvania Journal,"PENNSYLVANIA JOURNAL , WEDNESDAY, DECEMBER 27, 1775 Phi",Pennsylvania Journal,PENNSYLVANIA JOURNAL,title,/TaggedPDF-doc/doc[433]/title/pub
NDAR_V03_0443,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, DECEMBER 21 TO THURSDAY, DEC",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[443]/title/pub
NDAR_V03_0465,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, DECEMBER 29, 1775 New-Lo",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/doc[465]/title/pub
NDAR_V03_0472,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, DECEMBER 29, 1775 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[472]/title/pub
NDAR_V03_0485,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, DECEMBER 30, 1775 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[485]/title/pub
NDAR_V03_0486,Virginia Gazette,"PINKNEY'S VIRGINIA GAZETTE , SATURDAY, DECEMBER 30, 1775 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[486]/title/pub
NDAR_V03_0520,London Chronicle,"LONDON CHRONICLE , SATURDAY, NOVEMBER 2 TO NOVEMBER 4, 17",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[520]/title/pub
NDAR_V03_0591,London Chronicle,"LONDON CHRONICLE , TUESDAY, NOVEMBER 21 TO THURSDAY, NOVE",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[591]/title/pub
NDAR_V03_0597,London Gazette,"LONDON GAZETTE , SATURDAY, NOVEMBER 25 TO TUESDAY, NOVE",London Gazette,LONDON GAZETTE,title,/TaggedPDF-doc/doc[597]/title/pub
NDAR_V03_0621,London Chronicle,"LONDON CHRONICLE , SATURDAY, NOVEMBER 30 TO TUESDAY, DECE",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[621]/title/pub
NDAR_V03_0692,London Gazette,"LONDON GAZETTE , TUESDAY, DECEMBER 19 TO SATURDAY, DECE",London Gazette,LONDON GAZETTE,title,/TaggedPDF-doc/doc[692]/title/pub
NDAR_V03_0729,London Chronicle,"LONDON CHRONICLE , TUESDAY, DECEMBER 26 TO THURSDAY, DECE",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[729]/title/pub
NDAR_V03_0740,London Chronicle,"LONDON CHRONICLE , SATURDAY, DECEMBER 30, 1775 TO TUESDAY",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[740]/title/pub
NDAR_V03_0747,London Chronicle,"LONDON CHRONICLE , SATURDAY, DECEMBER 30, 1775 TO TUESDAY",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[747]/title/pub
NDAR_V03_0750,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, JANUARY 2, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[750]/title/pub
NDAR_V03_0756,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JANUARY 3, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[756]/title/pub
NDAR_V03_0757,London Chronicle,"LONDON CHRONICLE , TUESDAY, JANUARY 2 TO THURSDAY, JANUAR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[757]/title/pub
NDAR_V03_0762,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JANUARY 4, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[762]/title/pub
NDAR_V03_0763,London Chronicle,"LONDON CHRONICLE , TUESDAY, JANUARY 2 TO THURSDAY, JANUAR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[763]/title/pub
NDAR_V03_0764,London Chronicle,"LONDON CHRONICLE , THURSDAY, JANUARY 4 TO SATURDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[764]/title/pub
NDAR_V03_0769,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JANUARY 5, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[769]/title/pub
NDAR_V03_0770,London Chronicle,"LONDON CHRONICLE , THURSDAY, JANUARY 4 TO SATURDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[770]/title/pub
NDAR_V03_0773,London Chronicle,"LONDON CHRONICLE , THURSDAY, JANUARY 4 TO SATURDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[773]/title/pub
NDAR_V03_0774,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, JANUARY 6, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[774]/title/pub
NDAR_V03_0791,Morning Post and Daily Advertiser,"MORNING POST AND DAILY ADVERTISER , MONDAY, JANUARY 8, 1776 [London,",Morning Post and Daily Advertiser,MORNING POST AND DAILY ADVERTISER,title,/TaggedPDF-doc/doc[791]/title/pub
NDAR_V03_0792,London Chronicle,"LONDON CHRONICLE , SATURDAY, JANUARY 6 TO TUESDAY, JANUAR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[792]/title/pub
NDAR_V03_0795,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JANUARY 26, 1776 Corke,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[795]/title/pub
NDAR_V03_0810,London Chronicle,"LONDON CHRONICLE , TUESDAY, JANUARY 9 TO THURSDAY, JANUAR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[810]/title/pub
NDAR_V03_0811,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JANUARY 10, 1776 Lond",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[811]/title/pub
NDAR_V03_0819,London Chronicle,"LONDON CHRONICLE , TUESDAY, JANUARY 9 TO THURSDAY, JANUAR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[819]/title/pub
NDAR_V03_0825,London Chronicle,"LONDON CHRONICLE , THURSDAY, JANUARY 11 TO SATURDAY, JANU",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[825]/title/pub
NDAR_V03_0832,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, JANUARY 15, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[832]/title/pub
NDAR_V03_0833,London Chronicle,"LONDON CHRONICLE , SATURDAY, JANUARY 13 TO TUESDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[833]/title/pub
NDAR_V03_0835,London Chronicle,"LONDON CHRONICLE , SATURDAY, JANUARY 13 TO TUESDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[835]/title/pub
NDAR_V03_0845,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, JANUARY 18, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[845]/title/pub
NDAR_V03_0850,London Chronicle,"LONDON CHRONICLE , THURSDAY, JANUARY 18 TO SATURDAY, JANU",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[850]/title/pub
NDAR_V03_0871,London Chronicle,"LONDON CHRONICLE , TUESDAY, JANUARY 23 TO THURSDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[871]/title/pub
NDAR_V03_0877,London Chronicle,"LONDON CHRONICLE , TUESDAY, JANUARY 23 TO THURSDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[877]/title/pub
NDAR_V03_0891,London Chronicle,"LONDON CHRONICLE , SATURDAY, JANUARY 27 TO TUESDAY, JANUA",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[891]/title/pub
NDAR_V03_0903,Boston Gazette,"BOSTON GAZETTE , MONDAY, JANUARY 1, 1776 Watertow",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[903]/title/pub
NDAR_V03_0906,Newport Mercury,"NEWPORT MERCURY , MONDAY, JANUARY 1, 1776 Newport,",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/doc[906]/title/pub
NDAR_V03_0915,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, JANUARY 1, 1776 Philadel",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[915]/title/pub
NDAR_V03_0974,Pennsylvania Gazette,"PENNSYLVANIA GAZETTE , WEDNESDAY, JANUARY 10, 1776 Phil",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/doc[974]/title/pub
NDAR_V03_1021,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , SUPPLEMENT, FRIDAY, JANUARY 5, 1776",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1021]/title/pub
NDAR_V03_1023,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, JANUARY 27, 1776 Newbe",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1023]/title/pub
NDAR_V03_1032,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 6, 1776 Provid",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[1032]/title/pub
NDAR_V03_1043,Virginia Gazette,"PINKNEY'S VIRGINIA GAZETTE , SATURDAY, JANUARY 6, 1776 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1043]/title/pub
NDAR_V03_1130,Virginia Gazette,"PINKNEY'S VIRGINIA GAZETTE , WEDNESDAY, JANUARY 10, 1776 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1130]/title/pub
NDAR_V03_1153,Essex Journal,"ESSEX JOURNAL , FRIDAY, JANUARY 12, 1776 Newbury",Essex Journal,ESSEX JOURNAL,title,/TaggedPDF-doc/doc[1153]/title/pub
NDAR_V03_1172,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, JANUARY 12, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1172]/title/pub
NDAR_V03_1177,South Carolina and American General Gazette,"SOUTH CAROLINA AND AMERICAN GENERAL GAZETTE FRIDAY, JANUARY 5, TO FRIDAY, JANUARY 1",South Carolina and American General Gazette,SOUTH CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/doc[1177]/title/pub
NDAR_V03_1187,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 13, 1776 Provi",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[1187]/title/pub
NDAR_V03_1201,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, JANUARY 13, 1776 Willi",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1201]/title/pub
NDAR_V03_1236,Newport Mercury,"NEWPORT MERCURY , MONDAY, JANUARY 15, 1776 Newport",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/doc[1236]/title/pub
NDAR_V03_1240,New York Gazette,"NEW-YORK GAZETTE , MONDAY, JANUARY 15, 1776 New-Yor",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/doc[1240]/title/pub
NDAR_V03_1246,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, JANUARY 15, 1776 Philade",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[1246]/title/pub
NDAR_V03_1248,Virginia Gazette,"""FROM THE VIRGINIA GAZETTE OF JANUARY 18, PRINTED ON BOARD THE SHI",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1248]/title/pub
NDAR_V03_1269,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , TUESDAY, JANUARY 16, 1776 Philad",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[1269]/title/pub
NDAR_V03_1302,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, JANUARY 11 TO THURSDAY, JANU",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[1302]/title/pub
NDAR_V03_1312,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , THURSDAY, JANUARY 18, 1776 Phila",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[1312]/title/pub
NDAR_V03_1321,Essex Journal,"ESSEX JOURNAL , FRIDAY, JANUARY 19, 1776 Newbury",Essex Journal,ESSEX JOURNAL,title,/TaggedPDF-doc/doc[1321]/title/pub
NDAR_V03_1343,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, JANUARY 12 TO FRIDAY, JANUARY",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/doc[1343]/title/pub
NDAR_V03_1369,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 20, 1776 Provi",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[1369]/title/pub
NDAR_V03_1380,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, JANUARY 20, 1776 Willi",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1380]/title/pub
NDAR_V03_1402,Boston Gazette,"BOSTON GAZETTE , MONDAY, JANUARY 22, 1776 Waterto",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[1402]/title/pub
NDAR_V03_1408,Newport Mercury,"NEWPORT MERCURY , MONDAY, JANUARY 22, 1776 Newport",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/doc[1408]/title/pub
NDAR_V03_1419,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, JANUARY 22, 1776 Philade",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[1419]/title/pub
NDAR_V03_1467,Pennsylvania Gazette,"PENNSYLVANIA GAZETTE , WEDNESDAY, JANUARY 24, 1776 For",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/doc[1467]/title/pub
NDAR_V03_1475,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, JANUARY 18 TO THURSDAY, JANU",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[1475]/title/pub
NDAR_V03_1488,New York Journal,"NEW-YORK JOURNAL , THURSDAY, JANUARY 25, 1776 New-Y",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/doc[1488]/title/pub
NDAR_V03_1521,South Carolina and American General Gazette,"SOUTH CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, JANUARY 19 TO FRIDAY, JANUARY",South Carolina and American General Gazette,SOUTH CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/doc[1521]/title/pub
NDAR_V03_1532,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 27, 1776 Provi",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[1532]/title/pub
NDAR_V03_1543,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, JANUARY 27, 1776 Willi",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1543]/title/pub
NDAR_V03_1544,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, JANUARY 26, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1544]/title/pub
NDAR_V03_1565,Boston Gazette,"BOSTON GAZETTE , MONDAY, JANUARY 29, 1776 Waterto",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[1565]/title/pub
NDAR_V03_1574,New York Gazette,"NEW-YORK GAZETTE , MONDAY, JANUARY 29, 1776 New-Yor",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/doc[1574]/title/pub
NDAR_V03_1583,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, JANUARY 29, 1776 Philade",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[1583]/title/pub
NDAR_V03_1625,Pennsylvania Gazette,"PENNSYLVANIA GAZETTE , WEDNESDAY, JANUARY 31, 1776 Phil",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/doc[1625]/title/pub
NDAR_V03_1631,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, JANUARY 25 TO THURSDAY, FEBR",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[1631]/title/pub
NDAR_V03_1650,New York Journal,"NEW-YORK JOURNAL , THURSDAY, FEBRUARY 1, 1776 New-Y",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/doc[1650]/title/pub
NDAR_V03_1651,New York Journal,"NEW-YORK JOURNAL , THURSDAY, FEBRUARY 1, 1776 Where",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/doc[1651]/title/pub
NDAR_V03_1653,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , THURSDAY, FEBRUARY 1, 1776 Phila",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[1653]/title/pub
NDAR_V03_1687,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, JANUARY 26 TO FRIDAY, FEBRUARY",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/doc[1687]/title/pub
NDAR_V03_1699,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, FEBRUARY 3, 1776 Provi",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[1699]/title/pub
NDAR_V03_1710,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, FEBRUARY 3, 1776 Willi",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1710]/title/pub
NDAR_V03_1714,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 6, 1776 St. John",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1714]/title/pub
NDAR_V03_1731,Boston Gazette,"BOSTON GAZETTE , MONDAY, FEBRUARY 5, 1776 Waterto",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[1731]/title/pub
NDAR_V03_1733,Newport Mercury,"NEWPORT MERCURY , MONDAY, FEBRUARY 5, 1776 Newport",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/doc[1733]/title/pub
NDAR_V03_1745,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, FEBRUARY 5, 1776 Philade",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[1745]/title/pub
NDAR_V03_1748,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, FEBRUARY 17, 1776 Nans",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1748]/title/pub
NDAR_V03_1797,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, FEBRUARY 1 TO THURSDAY, FEBR",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[1797]/title/pub
NDAR_V03_1818,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, FEBRUARY 9, 1776 New-Lon",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/doc[1818]/title/pub
NDAR_V03_1825,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, FEBRUARY 9, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1825]/title/pub
NDAR_V03_1829,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, MARCH 2, 1776 New Bern",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1829]/title/pub
NDAR_V03_1832,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, FEBRUARY 2 TO FRIDAY, FEBRUARY",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/doc[1832]/title/pub
NDAR_V03_1840,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, FEBRUARY 10, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[1840]/title/pub
