DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V06_0308,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, AUGUST 15, 1776 Boston",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[308]/title/pub
NDAR_V06_0329,Essex Journal and New Hampshire Packet,"ESSEX JOURNAL AND NEW HAMPSHIRE PACKET , FRIDAY, AUGUST 16, 1776 Newbury-",Essex Journal and New Hampshire Packet,ESSEX JOURNAL AND NEW HAMPSHIRE PACKET,title,/TaggedPDF-doc/doc[320]/title/pub
NDAR_V06_0346,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, AUGUST 17, 1776 Provid",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[346]/title/pub
NDAR_V06_0383,Boston Gazette,"BOSTON GAZETTE , MONDAY, 19, 1776 Watertown, Augu",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[383]/title/pub
NDAR_V06_0390,New York Gazette,"NEW-YORK GAZETTE , MONDAY, AUGUST 19, 1776 New York",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/doc[390]/title/pub
NDAR_V06_0426,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, AUGUST 21, 1776 New-Y",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/doc[426]/title/pub
NDAR_V06_0440,New England Chronicle,"NEW-ENGLAND CHRONICLE , THURSDAY, AUGUST 22, 1776 Boston",New England Chronicle,NEW-ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[440]/title/pub
NDAR_V06_0475,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, AUGUST 23, 1776 New-Lond",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/doc[475]/title/pub
NDAR_V06_0488,The Freeman's Journal,"THE FREEMAN'S JOURNAL , SATURDAY, AUGUST 24, 1776 Portsm",The Freeman's Journal,THE FREEMAN'S JOURNAL,title,/TaggedPDF-doc/doc[488]/title/pub
NDAR_V06_0500,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, AUGUST 24, 1776 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[500]/title/pub
NDAR_V06_0528,New York Gazette,"NEW-YORK GAZETTE , MONDAY, AUGUST 26, 1776 New-York",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/doc[528]/title/pub
NDAR_V06_0567,Connecticut Journal,"CONNECTICUT JOURNAL , WEDNESDAY, AUGUST 28, 1776 New-H",Connecticut Journal,CONNECTICUT JOURNAL,title,/TaggedPDF-doc/doc[567]/title/pub
NDAR_V06_0587,New England Chronicle,"NEW-ENGLAND CHRONICLE , THURSDAY, AUGUST 29, 1776 Boston",New England Chronicle,NEW-ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[587]/title/pub
NDAR_V06_0596,New York Journal,"NEW-YORK JOURNAL , THURSDAY, AUGUST 29, 1776 New Yo",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/doc[596]/title/pub
NDAR_V06_0609,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, AUGUST 30, 1776 New-Lond",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/doc[609]/title/pub
NDAR_V06_0628,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, AUGUST 31, 1776 Provid",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[628]/title/pub
NDAR_V06_0647,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, MAY 27, 1776 London [May",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[647]/title/pub
NDAR_V06_0648,Public Advertiser,"PUBLIC ADVERTISER , JUNE 11, 1776 In the Dublin Jour",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[648]/title/pub
NDAR_V06_0658,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, MAY 31, 1776 London [May",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[658]/title/pub
NDAR_V06_0659,London Chronicle,"LONDON CHRONICLE , THURSDAY, MAY 30 TO SATURDAY, JUNE I,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[659]/title/pub
NDAR_V06_0667,London Chronicle,"LONDON CHRONICLE , SATURDAY, JUNE 1 TO TUESDAY, JUNE 4, 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[667]/title/pub
NDAR_V06_0672,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JUNE 5, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[672]/title/pub
NDAR_V06_0678,London Chronicle,"LONDON CHRONICLE , THURSDAY, JUNE 6 TO SATURDAY, JUNE 8,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[678]/title/pub
NDAR_V06_0685,London Gazette,"LONDON GAZETTE , SATURDAY, JUNE 8 TO TUESDAY, JUNE 11,",London Gazette,LONDON GAZETTE,title,/TaggedPDF-doc/doc[685]/title/pub
NDAR_V06_0687,London Chronicle,"LONDON CHRONICLE , TUESDAY, JUNE 11 TO THURSDAY, JUNE 13,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[687]/title/pub
NDAR_V06_0690,London Chronicle,"LONDON CHRONICLE , THURSDAY, JUNE 13 TO SATURDAY, JUNE 15",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[690]/title/pub
NDAR_V06_0702,London Chronicle,"LONDON CHRONICLE , TUESDAY, JUNE 18 TO THURSDAY, JUNE 20,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[702]/title/pub
NDAR_V06_0705,London Gazette,"LONDON GAZETTE , SATURDAY, JUNE 22 TO TUESDAY, JUNE 25,",London Gazette,LONDON GAZETTE,title,/TaggedPDF-doc/doc[705]/title/pub
NDAR_V06_0717,London Chronicle,"LONDON CHRONICLE , SATURDAY, JUNE 22 TO TUESDAY, JUNE 25,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[717]/title/pub
NDAR_V06_0723,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JUNE 28, 1776 London [Ju",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[723]/title/pub
NDAR_V06_0724,London Gazette,"LONDON GAZETTE , TUESDAY, JUNE 25 TO SATURDAY, JUNE 29,",London Gazette,LONDON GAZETTE,title,/TaggedPDF-doc/doc[724]/title/pub
NDAR_V06_0727,Morning Post and Daily Advertiser,"MORNING POST AND DAILY ADVERTISER , MONDAY, JULY 1, 1776 By a gentle",Morning Post and Daily Advertiser,MORNING POST AND DAILY ADVERTISER,title,/TaggedPDF-doc/doc[727]/title/pub
NDAR_V06_0729,Morning Post and Daily Advertiser,"MORNING POST AND DAILY ADVERTISER , TUESDAY, JULY 2, 1776 London. Ju",Morning Post and Daily Advertiser,MORNING POST AND DAILY ADVERTISER,title,/TaggedPDF-doc/doc[729]/title/pub
NDAR_V06_0732,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JULY 3, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[732]/title/pub
NDAR_V06_0734,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, JULY 4, 1776 London [J",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[734]/title/pub
NDAR_V06_0735,London Chronicle,"LONDON CHRONICLE , TUESDAY, JULY 2 TO THURSDAY, JULY 4, 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[735]/title/pub
NDAR_V06_0743,London Chronicle,"LONDON CHRONICLE , SATURDAY, JULY 6 TO TUESDAY, JULY 9, 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[743]/title/pub
NDAR_V06_0745,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JULY IO, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[745]/title/pub
NDAR_V06_0748,London Chronicle,"LONDON CHRONICLE , TUESDAY, JULY 9 TO THURSDAY, JULY 11,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[748]/title/pub
NDAR_V06_0751,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JULY 12, 1776 London [Ju",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[751]/title/pub
NDAR_V06_0752,London Chronicle,"LONDON CHRONICLE , THURSDAY, JULY 11 TO SATURDAY, JULY 13",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[752]/title/pub
NDAR_V06_0754,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, JULY 15, 1776 London [Ju",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[754]/title/pub
NDAR_V06_0755,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JULY 19, 1776 York, July",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[755]/title/pub
NDAR_V06_0761,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JULY 19, 1776 London [Ju",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[761]/title/pub
NDAR_V06_0763,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, JULY 20, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[763]/title/pub
NDAR_V06_0773,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, AUGUST 8, 1776 Corke,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[773]/title/pub
NDAR_V06_0779,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, AUGUST 9, 1776 Limerick,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[779]/title/pub
NDAR_V06_0785,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, JULY 26, 1776 London [Ju",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[785]/title/pub
NDAR_V06_0788,London Chronicle,"LONDON CHRONICLE , THURSDAY, JULY 25 TO SATURDAY, JULY 27",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[788]/title/pub
NDAR_V06_0793,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, JULY 29, 1776 London, Ju",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[793]/title/pub
NDAR_V06_0794,London Gazette,"LONDON GAZETTE , SATURDAY, JULY 27 TO TUESDAY, JULY 30,",London Gazette,LONDON GAZETTE,title,/TaggedPDF-doc/doc[794]/title/pub
NDAR_V06_0795,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, JULY 30, 1776 London, J",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[795]/title/pub
NDAR_V06_0797,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, JULY 31, 1776 London,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[797]/title/pub
NDAR_V06_0798,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, AUGUST 3, 1776 Canterb",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[798]/title/pub
NDAR_V06_0804,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, AUGUST 1, 1776 London,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[804]/title/pub
NDAR_V06_0808,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, AUGUST 3, 1776 London,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[808]/title/pub
NDAR_V06_0814,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, AUGUST 5, 1776 London, A",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[814]/title/pub
NDAR_V06_0817,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, AUGUST 6, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[817]/title/pub
NDAR_V06_0820,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, AUGUST 7, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[820]/title/pub
NDAR_V06_0823,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, AUGUST 8, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[823]/title/pub
NDAR_V06_0826,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, AUGUST 9, 1776 London [A",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[826]/title/pub
NDAR_V06_0828,London Chronicle,"LONDON CHRONICLE , SATURDAY, AUGUST 10 TO TUESDAY, AUGUST",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[828]/title/pub
NDAR_V06_0829,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, AUGUST 12, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[829]/title/pub
NDAR_V06_0830,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, AUGUST 20, 1776 Edinbur",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[830]/title/pub
NDAR_V06_0834,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, AUGUST 14, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[834]/title/pub
NDAR_V06_0838,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, AUGUST 15, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[838]/title/pub
NDAR_V06_0842,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, AUGUST 16, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[842]/title/pub
NDAR_V06_0847,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, AUGUST 17, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[847]/title/pub
NDAR_V06_0853,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, AUGUST 20, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[853]/title/pub
NDAR_V06_0854,London Chronicle,"LONDON CHRONICLE , SATURDAY, AUGUST 17 TO TUESDAY, AUGUST",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[854]/title/pub
NDAR_V06_0858,London Chronicle,"LONDON CHRONICLE , TUESDAY, AUGUST 20 TO THURSDAY, AUGUST",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[858]/title/pub
NDAR_V06_0869,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, AUGUST 23, 1776 London,",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[869]/title/pub
NDAR_V06_0871,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, AUGUST 24, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[871]/title/pub
NDAR_V06_0874,London Chronicle,"LONDON CHRONICLE , SATURDAY, AUGUST 24 TO TUESDAY, AUGUST",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[874]/title/pub
NDAR_V06_0880,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, AUGUST 30, 1776 London [",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[880]/title/pub
NDAR_V06_0887,London Chronicle,"LONDON CHRONICLE , THURSDAY, AUGUST 29 TO SATURDAY, AUGUS",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[887]/title/pub
NDAR_V06_0893,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, SEPTEMBER 2, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[893]/title/pub
NDAR_V06_0894,London Chronicle,"LONDON CHRONICLE , TUESDAY, SEPTEMBER 3 TO THURSDAY, SEPT",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[894]/title/pub
NDAR_V06_0905,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, SEPTEMBER 6, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[905]/title/pub
NDAR_V06_0911,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, SEPTEMBER 7, 1776 Lond",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[911]/title/pub
NDAR_V06_0914,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, SEPTEMBER 11, 1776 Lo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[914]/title/pub
NDAR_V06_0915,London Chronicle,"LONDON CHRONICLE , TUESDAY, SEPTEMBER 10 TO THURSDAY, SEP",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[915]/title/pub
NDAR_V06_0916,London Chronicle,"LONDON CHRONICLE , TUESDAY, SEPTEMBER 10 TO THURSDAY, SEP",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[916]/title/pub
NDAR_V06_0918,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, SEPTEMBER 16, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[918]/title/pub
NDAR_V06_0928,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, SEPTEMBER 20, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[928]/title/pub
NDAR_V06_0935,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, SEPTEMBER 23, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[935]/title/pub
NDAR_V06_0936,London Chronicle,"LONDON CHRONICLE , SATURDAY, SEPTEMBER 21 TO TUESDAY, SEP",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[936]/title/pub
NDAR_V06_0937,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, SEPTEMBER 24, 1776 Lond",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[937]/title/pub
NDAR_V06_0938,London Chronicle,"LONDON CHRONICLE , SATURDAY, SEPTEMBER 21 TO TUESDAY, SEP",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[938]/title/pub
NDAR_V06_0941,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, SEPTEMBER 25, 1776 Lo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[941]/title/pub
NDAR_V06_0943,London Chronicle,"LONDON CHRONICLE , TUESDAY, SEPTEMBER 24 TO THURSDAY, SEP",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[943]/title/pub
NDAR_V06_0946,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, SEPTEMBER 27, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[946]/title/pub
NDAR_V06_0947,London Chronicle,"LONDON CHRONICLE , THURSDAY, SEPTEMBER 26 TO SATURDAY, SE",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/doc[947]/title/pub
NDAR_V06_0965,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, OCTOBER 2, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[965]/title/pub
NDAR_V06_0975,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, OCTOBER 5, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/doc[975]/title/pub
NDAR_V06_1003,Newport Mercury,"NEWPORT MERCURY , MONDAY, SEPTEMBER 2, 1776 Newpor",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/doc[1003]/title/pub
NDAR_V06_1004,Connecticut Courant,"CONNECTICUT COURANT , MONDAY, SEPTEMBER 2, 1776 Hartfo",Connecticut Courant,CONNECTICUT COURANT,title,/TaggedPDF-doc/doc[1004]/title/pub
NDAR_V06_1034,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , TUESDAY, SEPTEMBER 3, 1776 Phila",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[1034]/title/pub
NDAR_V06_1048,Connecticut Journal,"CONNECTICUT JOURNAL , WEDNESDAY, SEPTEMBER 4, 1776 New",Connecticut Journal,CONNECTICUT JOURNAL,title,/TaggedPDF-doc/doc[1048]/title/pub
NDAR_V06_1060,Pennsylvania Journal,"PENNSYLVANIA JOURNAL , WEDNESDAY, SEPTEMBER 4, 1776 Phi",Pennsylvania Journal,PENNSYLVANIA JOURNAL,title,/TaggedPDF-doc/doc[1060]/title/pub
NDAR_V06_1069,New England Chronicle,"NEW-ENGLAND CHRONICLE , THURSDAY, SEPTEMBER 5, 1776 Bost",New England Chronicle,NEW-ENGLAND CHRONICLE,title,/TaggedPDF-doc/doc[1069]/title/pub
NDAR_V06_1098,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, SEPTEMBER 6, 1776 New-Lo",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/doc[1098]/title/pub
