DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V04_1732,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, MAY 15, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1734]/title/pub
NDAR_V04_1733,London Chronicle,"LONDON CHRONICLE , TUESDAY, MAY 14 TO THURSDAY, MAY 16, 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1735]/title/pub
NDAR_V04_1745,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, MAY 22, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1747]/title/pub
NDAR_V04_1766,New York Journal,"NEW-YORK JOURNAL , THURSDAY, APRIL 18, 1776 New-",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/text/doc[1768]/title/pub
NDAR_V04_1785,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, APRIL 19, 1776 New-Lo",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/text/doc[1787]/title/pub
NDAR_V04_1795,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , SUPPLEMENT, FRIDAY, APRIL 19, 1776",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1797]/title/pub
NDAR_V04_1806,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, APRIL 20, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[1808]/title/pub
NDAR_V04_1809,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , SATURDAY, APRIL 20, 1776 New",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[1811]/title/pub
NDAR_V04_1814,Virginia Gazette,"DIXON & HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 20, 1776 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1816]/title/pub
NDAR_V04_1832,Boston Gazette,"BOSTON GAZETTE , MONDAY, APRIL 22, 1776 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[1834]/title/pub
NDAR_V04_1835,Newport Mercury,"NEWPORT MERCURY , MONDAY, APRIL 22, 1776 Newpor",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/text/doc[1837]/title/pub
NDAR_V04_1836,Connecticut Courant,"CONNECTICUT COURANT , MONDAY, APRIL 22, 1776 Hartfo",Connecticut Courant,CONNECTICUT COURANT,title,/TaggedPDF-doc/text/doc[1838]/title/pub
NDAR_V04_1843,Pennsylvania Journal,"PENNSYLVANIA JOURNAL , WEDNESDAY, APRIL 24, 1776. [N",Pennsylvania Journal,PENNSYLVANIA JOURNAL,title,/TaggedPDF-doc/text/doc[1845]/title/pub
NDAR_V04_1859,Pennsylvania Gazette,"PENNSYLVANIA GAZETTE , WEDNESDAY, MAY 22, 1776 Halif",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/text/doc[1861]/title/pub
NDAR_V04_1888,Connecticut Journal,"CONNECTICUT JOURNAL , WEDNESDAY, APRIL 24, 1776 New",Connecticut Journal,CONNECTICUT JOURNAL,title,/TaggedPDF-doc/text/doc[1890]/title/pub
NDAR_V04_1891,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, APRIL 24, 1776 New",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[1893]/title/pub
NDAR_V04_1894,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , THURSDAY, APRIL 25, 1776 New",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/text/doc[1896]/title/pub
NDAR_V04_1908,New England Chronicle,"NEW ENGLAND CHRONICLE , THURSDAY, APRIL 25, 1776 Bost",New England Chronicle,NEW ENGLAND CHRONICLE,title,/TaggedPDF-doc/text/doc[1910]/title/pub
NDAR_V04_1916,New York Journal,"NEW YORK JOURNAL , THURSDAY, APRIL 25, 1776 New-",New York Journal,NEW YORK JOURNAL,title,/TaggedPDF-doc/text/doc[1918]/title/pub
NDAR_V04_1917,New York Packet,"NEW YORK PACKET , THURSDAY, APRIL 25, 1776 [New",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1919]/title/pub
NDAR_V04_1934,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, APRIL 26, 1776 New-Lo",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/text/doc[1936]/title/pub
NDAR_V04_1946,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , SUPPLEMENT, FRIDAY, APRIL 26, 1776",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1948]/title/pub
NDAR_V04_1956,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, APRIL 27, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[1958]/title/pub
NDAR_V04_1957,Providence Gazette,"ADVERTISEMENTS IN THE PROVIDENCE GAZETTE , SATURDAY APRIL 27, 1776 Colon",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[1959]/title/pub
NDAR_V04_1968,Virginia Gazette,"DIXON & HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 27, 1776 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1970]/title/pub
NDAR_V04_1992,Boston Gazette,"BOSTON GAZETTE , MONDAY, APRIL 29, 1776. Colon",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[1994]/title/pub
NDAR_V04_1993,Connecticut Courant,"CONNECTICUT COURANT , MONDAY, APRIL 29, 1776 The fo",Connecticut Courant,CONNECTICUT COURANT,title,/TaggedPDF-doc/text/doc[1995]/title/pub
NDAR_V04_1996,Newport Mercury,"NEWPORT MERCURY , MONDAY, APRIL 29, 1776 Newpor",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/text/doc[1998]/title/pub
NDAR_V04_2003,New York Gazette,"NEW-YORK GAZETTE , MONDAY, APRIL 29, 1776. New-Y",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/text/doc[2005]/title/pub
NDAR_V04_2060,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, MAY 1, 1776 New-Yo",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[2062]/title/pub
NDAR_V04_2068,Pennsylvania Journal,"PENNSYLVANIA JOURNAL , WEDNESDAY, MAY 1, 1776 Philad",Pennsylvania Journal,PENNSYLVANIA JOURNAL,title,/TaggedPDF-doc/text/doc[2070]/title/pub
NDAR_V04_2073,Maryland Journal,"MARYLAND JOURNAL , WEDNESDAY, MAY 1, 1776 Baltim",Maryland Journal,MARYLAND JOURNAL,title,/TaggedPDF-doc/text/doc[2075]/title/pub
NDAR_V04_2079,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , WEDNESDAY, APRIL 17 TO WEDNESDAY, MAY",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/text/doc[2081]/title/pub
NDAR_V04_2119,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, MAY 3, 1776 Williamsb",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[2121]/title/pub
NDAR_V04_2131,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, MAY 4, 1776 Provide",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[2133]/title/pub
NDAR_V04_2143,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, MAY 4, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[2145]/title/pub
NDAR_V04_2152,Boston Gazette,"BOSTON GAZETTE , MONDAY, MAY 20, 1776 Philadel",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[2154]/title/pub
NDAR_V04_2159,Boston Gazette,"BOSTON GAZETTE , MONDAY, MAY 6, 1776 Watertown",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[2161]/title/pub
NDAR_V04_2163,Connecticut Courant,"CONNECTICUT COURANT , MONDAY, MAY 6, 1776 Hartford,",Connecticut Courant,CONNECTICUT COURANT,title,/TaggedPDF-doc/text/doc[2165]/title/pub
NDAR_V04_2165,New York Gazette,"NEW-YORK GAZETTE , MONDAY, MAY 6, 1776 New-York,",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/text/doc[2167]/title/pub
NDAR_V04_2170,Pennsylvania Gazette,"PENNSYLVANIA GAZETTE , WEDNESDAY, MAY 8, 1776 Port P",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/text/doc[2172]/title/pub
NDAR_V04_2194,Boston Gazette,"BOSTON GAZETTE , MONDAY, MAY 20, 1776 Philadel",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[2196]/title/pub
NDAR_V04_2196,Connecticut Courant,"CONNECTICUT COURANT , MONDAY, MAY 20, 1776 Philadel",Connecticut Courant,CONNECTICUT COURANT,title,/TaggedPDF-doc/text/doc[2198]/title/pub
NDAR_V04_2198,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , TUESDAY, MAY 7, 1776 Philadel",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/text/doc[2200]/title/pub
NDAR_V04_2226,Pennsylvania Gazette,"ADVERTISEMENT IN THE PENNSYLVANIA GAZETTE , WEDNESDAY, MAY 15, 1776 Phila",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/text/doc[2228]/title/pub
NDAR_V04_2229,Pennsylvania Journal,"PENNSYLVANIA JOURNAL , WEDNESDAY, MAY 8, 1776 Philad",Pennsylvania Journal,PENNSYLVANIA JOURNAL,title,/TaggedPDF-doc/text/doc[2231]/title/pub
NDAR_V04_2248,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , WEDNESDAY MAY 1, TO WEDNESDAY, MAY 8,",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/text/doc[2250]/title/pub
