DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V04_0374,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, MARCH 8, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[374]/title/pub
NDAR_V04_0378,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, FEBRUARY 23 TO FRIDAY, MARCH 8",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/text/doc[378]/title/pub
NDAR_V04_0392,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, MARCH 9, 1776 Provi",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[392]/title/pub
NDAR_V04_0403,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , SATURDAY, MARCH 9, 1776 Phila",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/text/doc[403]/title/pub
NDAR_V04_0452,Boston Gazette,"BOSTON GAZETTE , MONDAY, MARCH 11, 1776 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[452]/title/pub
NDAR_V04_0457,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, MARCH 20, 1776 New",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[457]/title/pub
NDAR_V04_0461,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, MARCH 11, 1776 Philad",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/text/doc[461]/title/pub
NDAR_V04_0510,Boston Gazette,"BOSTON GAZETTE , MONDAY, MARCH 18, 1776 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[510]/title/pub
NDAR_V04_0517,New York Journal,"NEW-YORK JOURNAL , THURSDAY,MARCH 14, 1776 New-Y",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/text/doc[517]/title/pub
NDAR_V04_0557,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, MARCH 16, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[557]/title/pub
NDAR_V04_0607,Newport Mercury,"NEWPORT MERCURY , MONDAY, MARCH 18, 1776 Newpor",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/text/doc[607]/title/pub
NDAR_V04_0609,New York Gazette,"NEW-YORK GAZETTE , MONDAY, MARCH 18, 1776 New-Yo",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/text/doc[609]/title/pub
NDAR_V04_0611,New York Gazette,"NEW-YORK GAZETTE , MONDAY, MARCH 18, 1776 [Adver",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/text/doc[611]/title/pub
NDAR_V04_0617,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, MARCH 18, 1776 Philad",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/text/doc[617]/title/pub
NDAR_V04_0670,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, MARCH 8 TO WEDNESDAY, MARCH 20",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/text/doc[670]/title/pub
NDAR_V04_0708,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, MARCH 22, 1776 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[709]/title/pub
NDAR_V04_0726,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, MARCH 23, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[727]/title/pub
NDAR_V04_0753,Boston Gazette,"BOSTON GAZETTE , MONDAY, MARCH 25, 1776 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[754]/title/pub
NDAR_V04_0759,Newport Mercury,"NEWPORT MERCURY , MONDAY, MARCH 25, 1776 Newpor",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/text/doc[760]/title/pub
NDAR_V04_0833,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , WEDNESDAY, MARCH 20 TO WEDNESDAY, MARC",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/text/doc[834]/title/pub
NDAR_V04_0844,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , THURSDAY, MARCH 28, 1776 Phil",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/text/doc[845]/title/pub
NDAR_V04_0867,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 6, 1776 Newbe",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[868]/title/pub
NDAR_V04_0872,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, MARCH 30, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[873]/title/pub
NDAR_V04_0882,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , MARCH 30, 1776 Williamsburg,",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[883]/title/pub
NDAR_V04_0916,Boston Gazette,"BOSTON GAZETTE , MONDAY, APRIL 1, 1776 Waterto",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[917]/title/pub
NDAR_V04_0919,Newport Mercury,"NEWPORT MERCURY , MONDAY, APRIL 1, 1776 Newport",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/text/doc[920]/title/pub
NDAR_V04_0971,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, APRIL 3, 1776 New",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[972]/title/pub
NDAR_V04_1023,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, APRIL 5, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1024]/title/pub
NDAR_V04_1045,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , SATURDAY, APRIL 6, 1776 Phila",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/text/doc[1046]/title/pub
NDAR_V04_1054,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 6, 1776 Willi",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1055]/title/pub
NDAR_V04_1084,Newport Mercury,"NEWPORT MERCURY , MONDAY, APRIL 8, 1776 Newport",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/text/doc[1085]/title/pub
NDAR_V04_1151,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, APRIL 10, 1776 New",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[1152]/title/pub
NDAR_V04_1153,Pennsylvania Journal,"PENNSYLVANIA JOURNAL , WEDNESDAY, APRIL 10, 1776 Phi",Pennsylvania Journal,PENNSYLVANIA JOURNAL,title,/TaggedPDF-doc/text/doc[1154]/title/pub
NDAR_V04_1197,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, APRIL 12, 1776 New Lo",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/text/doc[1198]/title/pub
NDAR_V04_1211,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, APRIL 12, 1776 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1212]/title/pub
NDAR_V04_1226,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, APRIL 13, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/text/doc[1227]/title/pub
NDAR_V04_1237,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 13, 1776 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/text/doc[1238]/title/pub
NDAR_V04_1265,Boston Gazette,"BOSTON GAZETTE , MONDAY, APRIL 15, 1776 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/text/doc[1267]/title/pub
NDAR_V04_1269,Constitutional Gazette,"CONSTITUTIONAL GAZETTE , WEDNESDAY, APRIL 24, 1776 New",Constitutional Gazette,CONSTITUTIONAL GAZETTE,title,/TaggedPDF-doc/text/doc[1271]/title/pub
NDAR_V04_1278,New York Gazette,"NEW-YORK GAZETTE , MONDAY, APRIL 15, 1776 New-Yo",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/text/doc[1280]/title/pub
NDAR_V04_1336,Pennsylvania Gazette,"PENNSYLVANIA GAZETTE , WEDNESDAY, APRIL 17, 1776 Phi",Pennsylvania Gazette,PENNSYLVANIA GAZETTE,title,/TaggedPDF-doc/text/doc[1338]/title/pub
NDAR_V04_1346,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, FEBRUARY 1, 1776 Lo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1348]/title/pub
NDAR_V04_1352,London Chronicle,"LONDON CHRONICLE , THURSDAY, FEBRUARY 1 TO SATURDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1354]/title/pub
NDAR_V04_1356,London Chronicle,"LONDON CHRONICLE , THURSDAY, FEBRUARY 1 TO SATURDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1358]/title/pub
NDAR_V04_1359,London Chronicle,"LONDON CHRONICLE , SATURDAY, FEBRUARY 3 TO TUESDAY, FEBRU",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1361]/title/pub
NDAR_V04_1367,London Chronicle,"LONDON CHRONICLE , SATURDAY, FEBRUARY 3 TO TUESDAY, FEBRU",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1369]/title/pub
NDAR_V04_1368,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, FEBRUARY 6, 1776 Lon",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1370]/title/pub
NDAR_V04_1371,London Chronicle,"LONDON CHRONICLE , TUESDAY, FEBRUARY 6 TO THURSDAY, FEBRU",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1373]/title/pub
NDAR_V04_1380,London Chronicle,"LONDON CHRONICLE , THURSDAY, FEBRUARY 8 TO SATURDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1382]/title/pub
NDAR_V04_1394,London Chronicle,"LONDON CHRONICLE , TUESDAY, FEBRUARY 13 TO THURSDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1396]/title/pub
NDAR_V04_1399,London Chronicle,"LONDON CHRONICLE , THURSDAY, FEBRUARY 15 TO SATURDAY, FEB",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1401]/title/pub
NDAR_V04_1407,London Chronicle,"LONDON CHRONICLE , THURSDAY, FEBRUARY 15 TO SATURDAY, FEB",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1409]/title/pub
NDAR_V04_1420,London Chronicle,"LONDON CHRONICLE , TUESDAY, FEBRUARY 20 TO THURSDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1422]/title/pub
NDAR_V04_1434,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, FEBRUARY 26, 1776 Lon",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1436]/title/pub
NDAR_V04_1435,London Chronicle,"LONDON CHRONICLE , SATURDAY, FEBRUARY 24 TO TUESDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1437]/title/pub
NDAR_V04_1438,London Chronicle,"LONDON CHRONICLE , SATURDAY, FEBRUARY 24 TO TUESDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1440]/title/pub
NDAR_V04_1446,London Chronicle,"LONDON CHRONICLE , TUESDAY, FEBRUARY 27 TO THURSDAY, FEBR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1448]/title/pub
NDAR_V04_1447,New York Packet,"NEW YORK PACKET , THURSDAY, MAY 30, 1776 London",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1449]/title/pub
NDAR_V04_1448,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 2 TO TUESDAY, MARCH 5,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1450]/title/pub
NDAR_V04_1450,London Chronicle,"LONDON CHRONICLE , THURSDAY, FEBRUARY 29 TO SATURDAY, MAR",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1452]/title/pub
NDAR_V04_1457,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 2, TO MONDAY, MARCH 4",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1459]/title/pub
NDAR_V04_1458,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, MARCH 4, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1460]/title/pub
NDAR_V04_1462,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 2 TO TUESDAY, MARCH 5,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1464]/title/pub
NDAR_V04_1463,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, MARCH 5, 1776. Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1465]/title/pub
NDAR_V04_1464,New York Packet,"NEW YORK PACKET , THURSDAY, MAY 30, 1776 [Londo",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1466]/title/pub
NDAR_V04_1467,London Chronicle,"LONDON CHRONICLE , TUESDAY, MARCH 5 TO THURSDAY, MARCH 7,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1469]/title/pub
NDAR_V04_1468,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, MARCH 6, 1776 Lond",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1470]/title/pub
NDAR_V04_1471,London Chronicle,"LONDON CHRONICLE , TUESDAY, MARCH 5 TO THURSDAY, MARCH 7,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1473]/title/pub
NDAR_V04_1483,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, MARCH 9, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1485]/title/pub
NDAR_V04_1484,New York Packet,"NEW YORK PACKET , THURSDAY, MAY 30, 1776 [Londo",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1486]/title/pub
NDAR_V04_1489,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 9 TO TUESDAY, MARCH 12",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1491]/title/pub
NDAR_V04_1490,New York Packet,"NEW YORK PACKET , THURSDAY, JUNE 6, 1776 [Londo",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1492]/title/pub
NDAR_V04_1493,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 9 TO TUESDAY, MARCH 12",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1495]/title/pub
NDAR_V04_1498,New York Packet,"NEW YORK PACKET , THURSDAY, JUNE 6, 1776 [Londo",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1500]/title/pub
NDAR_V04_1510,London Chronicle,"LONDON CHRONICLE , THURSDAY, MARCH 14 TO SATURDAY, MARCH",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1512]/title/pub
NDAR_V04_1515,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 16 TO TUESDAY, MARCH 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1517]/title/pub
NDAR_V04_1520,London Chronicle,"LONDON CHRONICLE , TUESDAY, MARCH 19 TO THURSDAY, MARCH 2",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1522]/title/pub
NDAR_V04_1524,London Chronicle,"LONDON CHRONICLE , TUESDAY, MARCH 19 TO THURSDAY, MARCH 2",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1526]/title/pub
NDAR_V04_1528,London Chronicle,"LONDON CHRONICLE , THURSDAY, MARCH 21 TO SATURDAY, MARCH",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1530]/title/pub
NDAR_V04_1533,London Chronicle,"LONDON CHRONICLE , THURSDAY, MARCH 21 TO SATURDAY, MARCH",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1535]/title/pub
NDAR_V04_1536,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, MARCH 25, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1538]/title/pub
NDAR_V04_1544,London Chronicle,"LONDON CHRONICLE , SATURDAY, MARCH 23 TO TUESDAY, MARCH 2",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1546]/title/pub
NDAR_V04_1547,London Chronicle,"LONDON CHRONICLE , TUESDAY, MARCH 26 TO THURSDAY, MARCH 2",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1549]/title/pub
NDAR_V04_1548,London Chronicle,"LONDON CHRONICLE , TUESDAY, APRIL 2 TO THURSDAY, APRIL 4,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1550]/title/pub
NDAR_V04_1552,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, MARCH 28, 1776 Lond",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1554]/title/pub
NDAR_V04_1566,New York Packet,"NEW YORK PACKET , THURSDAY, JULY 4, 1776 London",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1568]/title/pub
NDAR_V04_1569,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 6 TO TUESDAY, APRIL 9,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1571]/title/pub
NDAR_V04_1576,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, APRIL 4, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1578]/title/pub
NDAR_V04_1582,London Chronicle,"LONDON CHRONICLE , THURSDAY, APRIL 4 TO SATURDAY, APRIL 6",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1584]/title/pub
NDAR_V04_1595,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 6 TO TUESDAY, APRIL 9,",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1597]/title/pub
NDAR_V04_1600,Public Ledger,"PUBLIC LEDGER , THURSDAY, APRIL 11, 1776 Lond",Public Ledger,PUBLIC LEDGER,title,/TaggedPDF-doc/text/doc[1602]/title/pub
NDAR_V04_1604,Public Advertiser,"PUBLIC ADVERTISER , FRIDAY, APRIL 12, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1606]/title/pub
NDAR_V04_1605,London Chronicle,"LONDON CHRONICLE , THURSDAY, APRIL 11 TO SATURDAY, APRIL",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1607]/title/pub
NDAR_V04_1608,London Chronicle,"LONDON CHRONICLE , THURSDAY, APRIL 11 TO SATURDAY, APRIL",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1610]/title/pub
NDAR_V04_1611,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 13 TO TUESDAY, APRIL 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1613]/title/pub
NDAR_V04_1613,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 13 TO TUESDAY, APRIL 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1615]/title/pub
NDAR_V04_1618,London Chronicle,"LONDON CHRONICLE , TUESDAY, APRIL 16 TO THURSDAY, APRIL 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1620]/title/pub
NDAR_V04_1619,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, APRIL 17, 1776 Lon",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1621]/title/pub
NDAR_V04_1627,London Chronicle,"LONDON CHRONICLE , TUESDAY, APRIL 16 TO THURSDAY, APRIL 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1629]/title/pub
NDAR_V04_1634,Public Advertiser,"PUBLIC ADVERTISER , SATURDAY, APRIL 20, 1776 Lond",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1636]/title/pub
NDAR_V04_1637,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 20 TO TUESDAY, APRIL 2",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1639]/title/pub
NDAR_V04_1640,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 27 TO TUESDAY, APRIL 3",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1642]/title/pub
NDAR_V04_1641,Public Advertiser,"PUBLIC ADVERTISER , TUESDAY, APRIL 23, 1776 Londo",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1643]/title/pub
NDAR_V04_1642,London Chronicle,"LONDON CHRONICLE , SATURDAY, APRIL 20 TO TUESDAY, APRIL 2",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1644]/title/pub
NDAR_V04_1643,New York Packet,"NEW YORK PACKET , MONDAY, AUGUST 15, 1776 Londo",New York Packet,NEW YORK PACKET,title,/TaggedPDF-doc/text/doc[1645]/title/pub
NDAR_V04_1664,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, MAY 1, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1666]/title/pub
NDAR_V04_1694,Public Advertiser,"PUBLIC ADVERTISER , MONDAY, MAY 6, 1776 London [M",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1696]/title/pub
NDAR_V04_1706,Public Advertiser,"PUBLIC ADVERTISER , WEDNESDAY, MAY 8, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1708]/title/pub
NDAR_V04_1712,Public Advertiser,"PUBLIC ADVERTISER , THURSDAY, MAY 9, 1776 London",Public Advertiser,PUBLIC ADVERTISER,title,/TaggedPDF-doc/text/doc[1714]/title/pub
NDAR_V04_1715,London Chronicle,"LONDON CHRONICLE , THURSDAY, MAY 9 TO SATURDAY, MAY 11, 1",London Chronicle,LONDON CHRONICLE,title,/TaggedPDF-doc/text/doc[1717]/title/pub
